7.9471 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, args=UNKNOWN, autoLog=True, bitsMode=UNKNOWN, blendMode='avg', color=array([-1., -1., -1.]), colorSpace='rgb', fullscr=UNKNOWN, gamma=None, kwargs=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x113b74790>, multiSample=False, name='window1', numSamples=2, pos=[0, 0], screen=0, size=array([1024,  768]), stereo=False, units=u'norm', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType=u'pyglet')
136.3231 	EXP 	down: autoDraw = True
136.3399 	EXP 	center: autoDraw = True
136.3399 	EXP 	left: autoDraw = True
136.3399 	EXP 	right: autoDraw = True
136.3399 	EXP 	up: autoDraw = True
136.3399 	EXP 	down: autoDraw = True
136.3565 	EXP 	center: autoDraw = True
136.3565 	EXP 	left: autoDraw = True
136.3565 	EXP 	right: autoDraw = True
136.3565 	EXP 	up: autoDraw = True
136.3565 	EXP 	down: autoDraw = True
136.3732 	EXP 	center: autoDraw = True
136.3732 	EXP 	left: autoDraw = True
136.3732 	EXP 	right: autoDraw = True
136.3732 	EXP 	up: autoDraw = True
136.3732 	EXP 	down: autoDraw = True
136.3899 	EXP 	center: autoDraw = True
136.3899 	EXP 	left: autoDraw = True
136.3899 	EXP 	right: autoDraw = True
136.3899 	EXP 	up: autoDraw = True
136.3899 	EXP 	down: autoDraw = True
136.4065 	EXP 	center: autoDraw = True
136.4065 	EXP 	left: autoDraw = True
136.4065 	EXP 	right: autoDraw = True
136.4065 	EXP 	up: autoDraw = True
136.4065 	EXP 	down: autoDraw = True
136.4229 	EXP 	center: autoDraw = True
136.4229 	EXP 	left: autoDraw = True
136.4229 	EXP 	right: autoDraw = True
136.4229 	EXP 	up: autoDraw = True
136.4229 	EXP 	down: autoDraw = True
136.4398 	EXP 	center: autoDraw = True
136.4398 	EXP 	left: autoDraw = True
136.4398 	EXP 	right: autoDraw = True
136.4398 	EXP 	up: autoDraw = True
136.4398 	EXP 	down: autoDraw = True
136.4566 	EXP 	center: autoDraw = True
136.4566 	EXP 	left: autoDraw = True
136.4566 	EXP 	right: autoDraw = True
136.4566 	EXP 	up: autoDraw = True
136.4566 	EXP 	down: autoDraw = True
136.4732 	EXP 	center: autoDraw = True
136.4732 	EXP 	left: autoDraw = True
136.4732 	EXP 	right: autoDraw = True
136.4732 	EXP 	up: autoDraw = True
136.4732 	EXP 	down: autoDraw = True
136.4898 	EXP 	center: autoDraw = True
136.4898 	EXP 	left: autoDraw = True
136.4898 	EXP 	right: autoDraw = True
136.4898 	EXP 	up: autoDraw = True
136.4898 	EXP 	down: autoDraw = True
136.5066 	EXP 	center: autoDraw = True
136.5066 	EXP 	left: autoDraw = True
136.5066 	EXP 	right: autoDraw = True
136.5066 	EXP 	up: autoDraw = True
136.5066 	EXP 	down: autoDraw = True
136.5232 	EXP 	center: autoDraw = True
136.5232 	EXP 	left: autoDraw = True
136.5232 	EXP 	right: autoDraw = True
136.5232 	EXP 	up: autoDraw = True
136.5232 	EXP 	down: autoDraw = True
136.5401 	EXP 	center: autoDraw = True
136.5401 	EXP 	left: autoDraw = True
136.5401 	EXP 	right: autoDraw = True
136.5401 	EXP 	up: autoDraw = True
136.5401 	EXP 	down: autoDraw = True
136.5568 	EXP 	center: autoDraw = True
136.5568 	EXP 	left: autoDraw = True
136.5568 	EXP 	right: autoDraw = True
136.5568 	EXP 	up: autoDraw = True
136.5568 	EXP 	down: autoDraw = True
136.5734 	EXP 	center: autoDraw = True
136.5734 	EXP 	left: autoDraw = True
136.5734 	EXP 	right: autoDraw = True
136.5734 	EXP 	up: autoDraw = True
136.5734 	EXP 	down: autoDraw = True
136.5901 	EXP 	center: autoDraw = True
136.5901 	EXP 	left: autoDraw = True
136.5901 	EXP 	right: autoDraw = True
136.5901 	EXP 	up: autoDraw = True
136.5901 	EXP 	down: autoDraw = True
136.6065 	EXP 	center: autoDraw = True
136.6065 	EXP 	left: autoDraw = True
136.6065 	EXP 	right: autoDraw = True
136.6065 	EXP 	up: autoDraw = True
136.6065 	EXP 	down: autoDraw = True
136.6232 	EXP 	center: autoDraw = True
136.6232 	EXP 	left: autoDraw = True
136.6232 	EXP 	right: autoDraw = True
136.6232 	EXP 	up: autoDraw = True
136.6232 	EXP 	down: autoDraw = True
136.6398 	EXP 	center: autoDraw = True
136.6398 	EXP 	left: autoDraw = True
136.6398 	EXP 	right: autoDraw = True
136.6398 	EXP 	up: autoDraw = True
136.6398 	EXP 	down: autoDraw = True
136.6567 	EXP 	center: autoDraw = True
136.6567 	EXP 	left: autoDraw = True
136.6567 	EXP 	right: autoDraw = True
136.6567 	EXP 	up: autoDraw = True
136.6567 	EXP 	down: autoDraw = True
136.6733 	EXP 	center: autoDraw = True
136.6733 	EXP 	left: autoDraw = True
136.6733 	EXP 	right: autoDraw = True
136.6733 	EXP 	up: autoDraw = True
136.6733 	EXP 	down: autoDraw = True
136.6899 	EXP 	center: autoDraw = True
136.6899 	EXP 	left: autoDraw = True
136.6899 	EXP 	right: autoDraw = True
136.6899 	EXP 	up: autoDraw = True
136.6899 	EXP 	down: autoDraw = True
136.7066 	EXP 	center: autoDraw = True
136.7066 	EXP 	left: autoDraw = True
136.7066 	EXP 	right: autoDraw = True
136.7066 	EXP 	up: autoDraw = True
136.7066 	EXP 	down: autoDraw = True
136.7233 	EXP 	center: autoDraw = True
136.7233 	EXP 	left: autoDraw = True
136.7233 	EXP 	right: autoDraw = True
136.7233 	EXP 	up: autoDraw = True
136.7233 	EXP 	down: autoDraw = True
136.7400 	EXP 	center: autoDraw = True
136.7400 	EXP 	left: autoDraw = True
136.7400 	EXP 	right: autoDraw = True
136.7400 	EXP 	up: autoDraw = True
136.7400 	EXP 	down: autoDraw = True
136.7567 	EXP 	center: autoDraw = True
136.7567 	EXP 	left: autoDraw = True
136.7567 	EXP 	right: autoDraw = True
136.7567 	EXP 	up: autoDraw = True
136.7567 	EXP 	down: autoDraw = True
136.7731 	EXP 	center: autoDraw = True
136.7731 	EXP 	left: autoDraw = True
136.7731 	EXP 	right: autoDraw = True
136.7731 	EXP 	up: autoDraw = True
136.7731 	EXP 	down: autoDraw = True
136.7898 	EXP 	center: autoDraw = True
136.7898 	EXP 	left: autoDraw = True
136.7898 	EXP 	right: autoDraw = True
136.7898 	EXP 	up: autoDraw = True
136.7898 	EXP 	down: autoDraw = True
136.8060 	EXP 	center: autoDraw = True
136.8060 	EXP 	left: autoDraw = True
136.8060 	EXP 	right: autoDraw = True
136.8060 	EXP 	up: autoDraw = True
136.8060 	EXP 	down: autoDraw = True
136.8231 	EXP 	center: autoDraw = True
136.8231 	EXP 	left: autoDraw = True
136.8231 	EXP 	right: autoDraw = True
136.8231 	EXP 	up: autoDraw = True
136.8231 	EXP 	down: autoDraw = True
136.8400 	EXP 	center: autoDraw = True
136.8400 	EXP 	left: autoDraw = True
136.8400 	EXP 	right: autoDraw = True
136.8400 	EXP 	up: autoDraw = True
136.8400 	EXP 	down: autoDraw = True
136.8564 	EXP 	center: autoDraw = True
136.8564 	EXP 	left: autoDraw = True
136.8564 	EXP 	right: autoDraw = True
136.8564 	EXP 	up: autoDraw = True
136.8564 	EXP 	down: autoDraw = True
136.8734 	EXP 	center: autoDraw = True
136.8734 	EXP 	left: autoDraw = True
136.8734 	EXP 	right: autoDraw = True
136.8734 	EXP 	up: autoDraw = True
136.8734 	EXP 	down: autoDraw = True
136.8897 	EXP 	center: autoDraw = True
136.8897 	EXP 	left: autoDraw = True
136.8897 	EXP 	right: autoDraw = True
136.8897 	EXP 	up: autoDraw = True
136.8897 	EXP 	down: autoDraw = True
136.9065 	EXP 	center: autoDraw = True
136.9065 	EXP 	left: autoDraw = True
136.9065 	EXP 	right: autoDraw = True
136.9065 	EXP 	up: autoDraw = True
136.9065 	EXP 	down: autoDraw = True
136.9232 	EXP 	center: autoDraw = True
136.9232 	EXP 	left: autoDraw = True
136.9232 	EXP 	right: autoDraw = True
136.9232 	EXP 	up: autoDraw = True
136.9232 	EXP 	down: autoDraw = True
136.9398 	EXP 	center: autoDraw = True
136.9398 	EXP 	left: autoDraw = True
136.9398 	EXP 	right: autoDraw = True
136.9398 	EXP 	up: autoDraw = True
136.9398 	EXP 	down: autoDraw = True
136.9565 	EXP 	center: autoDraw = True
136.9565 	EXP 	left: autoDraw = True
136.9565 	EXP 	right: autoDraw = True
136.9565 	EXP 	up: autoDraw = True
136.9565 	EXP 	down: autoDraw = True
136.9732 	EXP 	center: autoDraw = True
136.9732 	EXP 	left: autoDraw = True
136.9732 	EXP 	right: autoDraw = True
136.9732 	EXP 	up: autoDraw = True
136.9732 	EXP 	down: autoDraw = True
136.9899 	EXP 	center: autoDraw = True
136.9899 	EXP 	left: autoDraw = True
136.9899 	EXP 	right: autoDraw = True
136.9899 	EXP 	up: autoDraw = True
136.9899 	EXP 	down: autoDraw = True
137.0066 	EXP 	center: autoDraw = True
137.0066 	EXP 	left: autoDraw = True
137.0066 	EXP 	right: autoDraw = True
137.0066 	EXP 	up: autoDraw = True
137.0066 	EXP 	down: autoDraw = True
137.0231 	EXP 	center: autoDraw = True
137.0231 	EXP 	left: autoDraw = True
137.0231 	EXP 	right: autoDraw = True
137.0231 	EXP 	up: autoDraw = True
137.0231 	EXP 	down: autoDraw = True
137.0398 	EXP 	center: autoDraw = True
137.0398 	EXP 	left: autoDraw = True
137.0398 	EXP 	right: autoDraw = True
137.0398 	EXP 	up: autoDraw = True
137.0398 	EXP 	down: autoDraw = True
137.0564 	EXP 	center: autoDraw = True
137.0564 	EXP 	left: autoDraw = True
137.0564 	EXP 	right: autoDraw = True
137.0564 	EXP 	up: autoDraw = True
137.0564 	EXP 	down: autoDraw = True
137.0730 	EXP 	center: autoDraw = True
137.0730 	EXP 	left: autoDraw = True
137.0730 	EXP 	right: autoDraw = True
137.0730 	EXP 	up: autoDraw = True
137.0730 	EXP 	down: autoDraw = True
137.0899 	EXP 	center: autoDraw = True
137.0899 	EXP 	left: autoDraw = True
137.0899 	EXP 	right: autoDraw = True
137.0899 	EXP 	up: autoDraw = True
137.0899 	EXP 	down: autoDraw = True
137.1065 	EXP 	center: autoDraw = True
137.1065 	EXP 	left: autoDraw = True
137.1065 	EXP 	right: autoDraw = True
137.1065 	EXP 	up: autoDraw = True
137.1065 	EXP 	down: autoDraw = True
137.1232 	EXP 	center: autoDraw = True
137.1232 	EXP 	left: autoDraw = True
137.1232 	EXP 	right: autoDraw = True
137.1232 	EXP 	up: autoDraw = True
137.1232 	EXP 	down: autoDraw = True
137.1399 	EXP 	center: autoDraw = True
137.1399 	EXP 	left: autoDraw = True
137.1399 	EXP 	right: autoDraw = True
137.1399 	EXP 	up: autoDraw = True
137.1399 	EXP 	down: autoDraw = True
137.1566 	EXP 	center: autoDraw = True
137.1566 	EXP 	left: autoDraw = True
137.1566 	EXP 	right: autoDraw = True
137.1566 	EXP 	up: autoDraw = True
137.1566 	EXP 	down: autoDraw = True
137.1732 	EXP 	center: autoDraw = True
137.1732 	EXP 	left: autoDraw = True
137.1732 	EXP 	right: autoDraw = True
137.1732 	EXP 	up: autoDraw = True
137.1732 	EXP 	down: autoDraw = True
137.1891 	EXP 	center: autoDraw = True
137.1891 	EXP 	left: autoDraw = True
137.1891 	EXP 	right: autoDraw = True
137.1891 	EXP 	up: autoDraw = True
137.1891 	EXP 	down: autoDraw = True
137.2064 	EXP 	center: autoDraw = True
137.2064 	EXP 	left: autoDraw = True
137.2064 	EXP 	right: autoDraw = True
137.2064 	EXP 	up: autoDraw = True
137.2064 	EXP 	down: autoDraw = True
137.2233 	EXP 	center: autoDraw = True
137.2233 	EXP 	left: autoDraw = True
137.2233 	EXP 	right: autoDraw = True
137.2233 	EXP 	up: autoDraw = True
137.2233 	EXP 	down: autoDraw = True
137.2399 	EXP 	center: autoDraw = True
137.2399 	EXP 	left: autoDraw = True
137.2399 	EXP 	right: autoDraw = True
137.2399 	EXP 	up: autoDraw = True
137.2399 	EXP 	down: autoDraw = True
137.2567 	EXP 	center: autoDraw = True
137.2567 	EXP 	left: autoDraw = True
137.2567 	EXP 	right: autoDraw = True
137.2567 	EXP 	up: autoDraw = True
137.2567 	EXP 	down: autoDraw = True
137.2731 	EXP 	center: autoDraw = True
137.2731 	EXP 	left: autoDraw = True
137.2731 	EXP 	right: autoDraw = True
137.2731 	EXP 	up: autoDraw = True
137.2731 	EXP 	down: autoDraw = True
137.2898 	EXP 	center: autoDraw = True
137.2898 	EXP 	left: autoDraw = True
137.2898 	EXP 	right: autoDraw = True
137.2898 	EXP 	up: autoDraw = True
137.2898 	EXP 	down: autoDraw = True
137.3065 	EXP 	center: autoDraw = True
137.3065 	EXP 	left: autoDraw = True
137.3065 	EXP 	right: autoDraw = True
137.3065 	EXP 	up: autoDraw = True
137.3065 	EXP 	down: autoDraw = True
137.3231 	EXP 	center: autoDraw = True
137.3231 	EXP 	left: autoDraw = True
137.3231 	EXP 	right: autoDraw = True
137.3231 	EXP 	up: autoDraw = True
137.3231 	EXP 	down: autoDraw = True
137.3398 	EXP 	center: autoDraw = True
137.3398 	EXP 	left: autoDraw = True
137.3398 	EXP 	right: autoDraw = True
137.3398 	EXP 	up: autoDraw = True
137.3398 	EXP 	down: autoDraw = True
137.3400 	EXP 	Sound  started
137.3433 	DATA 	sclo | frame count: 120
137.3563 	EXP 	center: autoDraw = True
137.3563 	EXP 	left: autoDraw = True
137.3563 	EXP 	right: autoDraw = True
137.3563 	EXP 	up: autoDraw = True
137.3563 	EXP 	down: autoDraw = True
137.3732 	EXP 	center: autoDraw = True
137.3732 	EXP 	left: autoDraw = True
137.3732 	EXP 	right: autoDraw = True
137.3732 	EXP 	up: autoDraw = True
137.3732 	EXP 	down: autoDraw = True
137.3899 	EXP 	center: autoDraw = True
137.3899 	EXP 	left: autoDraw = True
137.3899 	EXP 	right: autoDraw = True
137.3899 	EXP 	up: autoDraw = True
137.3899 	EXP 	down: autoDraw = True
137.4065 	EXP 	center: autoDraw = True
137.4065 	EXP 	left: autoDraw = True
137.4065 	EXP 	right: autoDraw = True
137.4065 	EXP 	up: autoDraw = True
137.4065 	EXP 	down: autoDraw = True
137.4233 	EXP 	center: autoDraw = True
137.4233 	EXP 	left: autoDraw = True
137.4233 	EXP 	right: autoDraw = True
137.4233 	EXP 	up: autoDraw = True
137.4233 	EXP 	down: autoDraw = True
137.4399 	EXP 	center: autoDraw = True
137.4399 	EXP 	left: autoDraw = True
137.4399 	EXP 	right: autoDraw = True
137.4399 	EXP 	up: autoDraw = True
137.4399 	EXP 	down: autoDraw = True
137.4561 	EXP 	center: autoDraw = True
137.4561 	EXP 	left: autoDraw = True
137.4561 	EXP 	right: autoDraw = True
137.4561 	EXP 	up: autoDraw = True
137.4561 	EXP 	down: autoDraw = True
137.4730 	EXP 	center: autoDraw = True
137.4730 	EXP 	left: autoDraw = True
137.4730 	EXP 	right: autoDraw = True
137.4730 	EXP 	up: autoDraw = True
137.4730 	EXP 	down: autoDraw = True
137.4898 	EXP 	center: autoDraw = True
137.4898 	EXP 	left: autoDraw = True
137.4898 	EXP 	right: autoDraw = True
137.4898 	EXP 	up: autoDraw = True
137.4898 	EXP 	down: autoDraw = True
137.5064 	EXP 	center: autoDraw = True
137.5064 	EXP 	left: autoDraw = True
137.5064 	EXP 	right: autoDraw = True
137.5064 	EXP 	up: autoDraw = True
137.5064 	EXP 	down: autoDraw = True
137.5233 	EXP 	center: autoDraw = True
137.5233 	EXP 	left: autoDraw = True
137.5233 	EXP 	right: autoDraw = True
137.5233 	EXP 	up: autoDraw = True
137.5233 	EXP 	down: autoDraw = True
137.5397 	EXP 	center: autoDraw = True
137.5397 	EXP 	left: autoDraw = True
137.5397 	EXP 	right: autoDraw = True
137.5397 	EXP 	up: autoDraw = True
137.5397 	EXP 	down: autoDraw = True
137.5566 	EXP 	center: autoDraw = True
137.5566 	EXP 	left: autoDraw = True
137.5566 	EXP 	right: autoDraw = True
137.5566 	EXP 	up: autoDraw = True
137.5566 	EXP 	down: autoDraw = True
137.5734 	EXP 	center: autoDraw = True
137.5734 	EXP 	left: autoDraw = True
137.5734 	EXP 	right: autoDraw = True
137.5734 	EXP 	up: autoDraw = True
137.5734 	EXP 	down: autoDraw = True
137.5898 	EXP 	center: autoDraw = True
137.5898 	EXP 	left: autoDraw = True
137.5898 	EXP 	right: autoDraw = True
137.5898 	EXP 	up: autoDraw = True
137.5898 	EXP 	down: autoDraw = True
137.6066 	EXP 	center: autoDraw = True
137.6066 	EXP 	left: autoDraw = True
137.6066 	EXP 	right: autoDraw = True
137.6066 	EXP 	up: autoDraw = True
137.6066 	EXP 	down: autoDraw = True
137.6232 	EXP 	center: autoDraw = True
137.6232 	EXP 	left: autoDraw = True
137.6232 	EXP 	right: autoDraw = True
137.6232 	EXP 	up: autoDraw = True
137.6232 	EXP 	down: autoDraw = True
137.6399 	EXP 	center: autoDraw = True
137.6399 	EXP 	left: autoDraw = True
137.6399 	EXP 	right: autoDraw = True
137.6399 	EXP 	up: autoDraw = True
137.6399 	EXP 	down: autoDraw = True
137.6566 	EXP 	center: autoDraw = True
137.6566 	EXP 	left: autoDraw = True
137.6566 	EXP 	right: autoDraw = True
137.6566 	EXP 	up: autoDraw = True
137.6566 	EXP 	down: autoDraw = True
137.6730 	EXP 	center: autoDraw = True
137.6730 	EXP 	left: autoDraw = True
137.6730 	EXP 	right: autoDraw = True
137.6730 	EXP 	up: autoDraw = True
137.6730 	EXP 	down: autoDraw = True
137.6896 	EXP 	center: autoDraw = True
137.6896 	EXP 	left: autoDraw = True
137.6896 	EXP 	right: autoDraw = True
137.6896 	EXP 	up: autoDraw = True
137.6896 	EXP 	down: autoDraw = True
137.7066 	EXP 	center: autoDraw = True
137.7066 	EXP 	left: autoDraw = True
137.7066 	EXP 	right: autoDraw = True
137.7066 	EXP 	up: autoDraw = True
137.7066 	EXP 	down: autoDraw = True
137.7231 	EXP 	center: autoDraw = True
137.7231 	EXP 	left: autoDraw = True
137.7231 	EXP 	right: autoDraw = True
137.7231 	EXP 	up: autoDraw = True
137.7231 	EXP 	down: autoDraw = True
137.7398 	EXP 	center: autoDraw = True
137.7398 	EXP 	left: autoDraw = True
137.7398 	EXP 	right: autoDraw = True
137.7398 	EXP 	up: autoDraw = True
137.7398 	EXP 	down: autoDraw = True
137.7564 	EXP 	center: autoDraw = True
137.7564 	EXP 	left: autoDraw = True
137.7564 	EXP 	right: autoDraw = True
137.7564 	EXP 	up: autoDraw = True
137.7564 	EXP 	down: autoDraw = True
137.7731 	EXP 	center: autoDraw = True
137.7731 	EXP 	left: autoDraw = True
137.7731 	EXP 	right: autoDraw = True
137.7731 	EXP 	up: autoDraw = True
137.7731 	EXP 	down: autoDraw = True
137.7898 	EXP 	center: autoDraw = True
137.7898 	EXP 	left: autoDraw = True
137.7898 	EXP 	right: autoDraw = True
137.7898 	EXP 	up: autoDraw = True
137.7898 	EXP 	down: autoDraw = True
137.8066 	EXP 	center: autoDraw = True
137.8066 	EXP 	left: autoDraw = True
137.8066 	EXP 	right: autoDraw = True
137.8066 	EXP 	up: autoDraw = True
137.8066 	EXP 	down: autoDraw = True
137.8233 	EXP 	center: autoDraw = True
137.8233 	EXP 	left: autoDraw = True
137.8233 	EXP 	right: autoDraw = True
137.8233 	EXP 	up: autoDraw = True
137.8233 	EXP 	down: autoDraw = True
137.8393 	EXP 	center: autoDraw = True
137.8393 	EXP 	left: autoDraw = True
137.8393 	EXP 	right: autoDraw = True
137.8393 	EXP 	up: autoDraw = True
137.8393 	EXP 	down: autoDraw = True
137.8395 	DATA 	wsqS
137.8563 	EXP 	center: autoDraw = True
137.8563 	EXP 	left: autoDraw = True
137.8563 	EXP 	right: autoDraw = True
137.8563 	EXP 	up: autoDraw = True
137.8563 	EXP 	down: autoDraw = True
137.8563 	EXP 	whitesquare: autoDraw = True
137.8733 	EXP 	center: autoDraw = True
137.8733 	EXP 	left: autoDraw = True
137.8733 	EXP 	right: autoDraw = True
137.8733 	EXP 	up: autoDraw = True
137.8733 	EXP 	down: autoDraw = True
137.8733 	EXP 	whitesquare: autoDraw = False
137.8899 	EXP 	center: autoDraw = True
137.8899 	EXP 	left: autoDraw = True
137.8899 	EXP 	right: autoDraw = True
137.8899 	EXP 	up: autoDraw = True
137.8899 	EXP 	down: autoDraw = True
137.9065 	EXP 	center: autoDraw = True
137.9065 	EXP 	left: autoDraw = True
137.9065 	EXP 	right: autoDraw = True
137.9065 	EXP 	up: autoDraw = True
137.9065 	EXP 	down: autoDraw = True
137.9233 	EXP 	center: autoDraw = True
137.9233 	EXP 	left: autoDraw = True
137.9233 	EXP 	right: autoDraw = True
137.9233 	EXP 	up: autoDraw = True
137.9233 	EXP 	down: autoDraw = True
137.9400 	EXP 	center: autoDraw = True
137.9400 	EXP 	left: autoDraw = True
137.9400 	EXP 	right: autoDraw = True
137.9400 	EXP 	up: autoDraw = True
137.9400 	EXP 	down: autoDraw = True
137.9568 	EXP 	center: autoDraw = True
137.9568 	EXP 	left: autoDraw = True
137.9568 	EXP 	right: autoDraw = True
137.9568 	EXP 	up: autoDraw = True
137.9568 	EXP 	down: autoDraw = True
137.9730 	EXP 	center: autoDraw = True
137.9730 	EXP 	left: autoDraw = True
137.9730 	EXP 	right: autoDraw = True
137.9730 	EXP 	up: autoDraw = True
137.9730 	EXP 	down: autoDraw = True
137.9899 	EXP 	center: autoDraw = True
137.9899 	EXP 	left: autoDraw = True
137.9899 	EXP 	right: autoDraw = True
137.9899 	EXP 	up: autoDraw = True
137.9899 	EXP 	down: autoDraw = True
138.0066 	EXP 	center: autoDraw = True
138.0066 	EXP 	left: autoDraw = True
138.0066 	EXP 	right: autoDraw = True
138.0066 	EXP 	up: autoDraw = True
138.0066 	EXP 	down: autoDraw = True
138.0233 	EXP 	center: autoDraw = True
138.0233 	EXP 	left: autoDraw = True
138.0233 	EXP 	right: autoDraw = True
138.0233 	EXP 	up: autoDraw = True
138.0233 	EXP 	down: autoDraw = True
138.0396 	EXP 	center: autoDraw = True
138.0396 	EXP 	left: autoDraw = True
138.0396 	EXP 	right: autoDraw = True
138.0396 	EXP 	up: autoDraw = True
138.0396 	EXP 	down: autoDraw = True
138.0566 	EXP 	center: autoDraw = True
138.0566 	EXP 	left: autoDraw = True
138.0566 	EXP 	right: autoDraw = True
138.0566 	EXP 	up: autoDraw = True
138.0566 	EXP 	down: autoDraw = True
138.0728 	EXP 	center: autoDraw = True
138.0728 	EXP 	left: autoDraw = True
138.0728 	EXP 	right: autoDraw = True
138.0728 	EXP 	up: autoDraw = True
138.0728 	EXP 	down: autoDraw = True
138.0896 	EXP 	center: autoDraw = True
138.0896 	EXP 	left: autoDraw = True
138.0896 	EXP 	right: autoDraw = True
138.0896 	EXP 	up: autoDraw = True
138.0896 	EXP 	down: autoDraw = True
138.1063 	EXP 	center: autoDraw = True
138.1063 	EXP 	left: autoDraw = True
138.1063 	EXP 	right: autoDraw = True
138.1063 	EXP 	up: autoDraw = True
138.1063 	EXP 	down: autoDraw = True
138.1231 	EXP 	center: autoDraw = True
138.1231 	EXP 	left: autoDraw = True
138.1231 	EXP 	right: autoDraw = True
138.1231 	EXP 	up: autoDraw = True
138.1231 	EXP 	down: autoDraw = True
138.1399 	EXP 	center: autoDraw = True
138.1399 	EXP 	left: autoDraw = True
138.1399 	EXP 	right: autoDraw = True
138.1399 	EXP 	up: autoDraw = True
138.1399 	EXP 	down: autoDraw = True
138.1566 	EXP 	center: autoDraw = True
138.1566 	EXP 	left: autoDraw = True
138.1566 	EXP 	right: autoDraw = True
138.1566 	EXP 	up: autoDraw = True
138.1566 	EXP 	down: autoDraw = True
138.1733 	EXP 	center: autoDraw = True
138.1733 	EXP 	left: autoDraw = True
138.1733 	EXP 	right: autoDraw = True
138.1733 	EXP 	up: autoDraw = True
138.1733 	EXP 	down: autoDraw = True
138.1897 	EXP 	center: autoDraw = True
138.1897 	EXP 	left: autoDraw = True
138.1897 	EXP 	right: autoDraw = True
138.1897 	EXP 	up: autoDraw = True
138.1897 	EXP 	down: autoDraw = True
138.2065 	EXP 	center: autoDraw = True
138.2065 	EXP 	left: autoDraw = True
138.2065 	EXP 	right: autoDraw = True
138.2065 	EXP 	up: autoDraw = True
138.2065 	EXP 	down: autoDraw = True
138.2225 	EXP 	center: autoDraw = True
138.2225 	EXP 	left: autoDraw = True
138.2225 	EXP 	right: autoDraw = True
138.2225 	EXP 	up: autoDraw = True
138.2225 	EXP 	down: autoDraw = True
138.2397 	EXP 	center: autoDraw = True
138.2397 	EXP 	left: autoDraw = True
138.2397 	EXP 	right: autoDraw = True
138.2397 	EXP 	up: autoDraw = True
138.2397 	EXP 	down: autoDraw = True
138.2566 	EXP 	center: autoDraw = True
138.2566 	EXP 	left: autoDraw = True
138.2566 	EXP 	right: autoDraw = True
138.2566 	EXP 	up: autoDraw = True
138.2566 	EXP 	down: autoDraw = True
138.2733 	EXP 	center: autoDraw = True
138.2733 	EXP 	left: autoDraw = True
138.2733 	EXP 	right: autoDraw = True
138.2733 	EXP 	up: autoDraw = True
138.2733 	EXP 	down: autoDraw = True
138.2899 	EXP 	center: autoDraw = True
138.2899 	EXP 	left: autoDraw = True
138.2899 	EXP 	right: autoDraw = True
138.2899 	EXP 	up: autoDraw = True
138.2899 	EXP 	down: autoDraw = True
138.3066 	EXP 	center: autoDraw = True
138.3066 	EXP 	left: autoDraw = True
138.3066 	EXP 	right: autoDraw = True
138.3066 	EXP 	up: autoDraw = True
138.3066 	EXP 	down: autoDraw = True
138.3232 	EXP 	center: autoDraw = True
138.3232 	EXP 	left: autoDraw = True
138.3232 	EXP 	right: autoDraw = True
138.3232 	EXP 	up: autoDraw = True
138.3232 	EXP 	down: autoDraw = True
138.3398 	EXP 	center: autoDraw = True
138.3398 	EXP 	left: autoDraw = True
138.3398 	EXP 	right: autoDraw = True
138.3398 	EXP 	up: autoDraw = True
138.3398 	EXP 	down: autoDraw = True
138.3565 	EXP 	center: autoDraw = True
138.3565 	EXP 	left: autoDraw = True
138.3565 	EXP 	right: autoDraw = True
138.3565 	EXP 	up: autoDraw = True
138.3565 	EXP 	down: autoDraw = True
138.3731 	EXP 	center: autoDraw = True
138.3731 	EXP 	left: autoDraw = True
138.3731 	EXP 	right: autoDraw = True
138.3731 	EXP 	up: autoDraw = True
138.3731 	EXP 	down: autoDraw = True
138.3897 	EXP 	center: autoDraw = True
138.3897 	EXP 	left: autoDraw = True
138.3897 	EXP 	right: autoDraw = True
138.3897 	EXP 	up: autoDraw = True
138.3897 	EXP 	down: autoDraw = True
138.4065 	EXP 	center: autoDraw = True
138.4065 	EXP 	left: autoDraw = True
138.4065 	EXP 	right: autoDraw = True
138.4065 	EXP 	up: autoDraw = True
138.4065 	EXP 	down: autoDraw = True
138.4232 	EXP 	center: autoDraw = True
138.4232 	EXP 	left: autoDraw = True
138.4232 	EXP 	right: autoDraw = True
138.4232 	EXP 	up: autoDraw = True
138.4232 	EXP 	down: autoDraw = True
138.4398 	EXP 	center: autoDraw = True
138.4398 	EXP 	left: autoDraw = True
138.4398 	EXP 	right: autoDraw = True
138.4398 	EXP 	up: autoDraw = True
138.4398 	EXP 	down: autoDraw = True
138.4559 	EXP 	center: autoDraw = True
138.4559 	EXP 	left: autoDraw = True
138.4559 	EXP 	right: autoDraw = True
138.4559 	EXP 	up: autoDraw = True
138.4559 	EXP 	down: autoDraw = True
138.4730 	EXP 	center: autoDraw = True
138.4730 	EXP 	left: autoDraw = True
138.4730 	EXP 	right: autoDraw = True
138.4730 	EXP 	up: autoDraw = True
138.4730 	EXP 	down: autoDraw = True
138.4894 	EXP 	center: autoDraw = True
